{\rtf1\ansi\ansicpg1251\cocoartf1671\cocoasubrtf600
{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
{\colortbl;\red255\green255\blue255;}
{\*\expandedcolortbl;;}
\paperw11900\paperh16840\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\pard\tx566\tx1133\tx1700\tx2267\tx2834\tx3401\tx3968\tx4535\tx5102\tx5669\tx6236\tx6803\pardirnatural\partightenfactor0

\f0\fs24 \cf0 1, 0, 0, 0 \
\pard\tx566\tx1133\tx1700\tx2267\tx2834\tx3401\tx3968\tx4535\tx5102\tx5669\tx6236\tx6803\pardirnatural\partightenfactor0
\cf0 2, 0, 0, 0\
3, 0, 0, 0.000161056\
4, 0, 0.000222646, 0.000226634\
5, 0, 0.000340055, 0.000402448\
6, 0, 0.000370515, 0.000540704\
7, 0, 0.000718285, 0.000733807\
8, 0, 0.000855321, 0.000917193\
9, 0, 0.00123377, 0.0021749\
10, 0, 0.00133346, 0.0012496\
11, 0, 0.00146845, 0.00129554\
12, 0, 0.00145281, 0.00149005\
13, 0, 0.00267028, 0.00195697\
14, 0, 0.00235158, 0.00205376\
15, 0, 0.00282507, 0.00244842\
16, 0, 0.00310101, 0.00251795\
17, 0, 0.00369108, 0.00321006\
18, 0, 0.00651577, 0.00273954\
19, 0, 0.0054305, 0.00273612\
20, 0, 0.00417824, 0.00267668\
21, 0, 0.00441361, 0.00293206\
22, 0, 0.00438324, 0.00494763\
23, 0, 0.00596226, 0.00597707\
24, 0, 0.00782628, 0.00689697\
25, 0, 0.0134386, 0.00739936\
26, 0, 0.0119766, 0.00658772\
27, 0, 0.0129058, 0.00770994\
28, 0, 0.0117099, 0.00703899\
29, 0, 0.0136498, 0.00780611\
30, 0, 0.0113667, 0.00729353\
31, 0, 0.0120483, 0.00712272\
32, 0, 0.0127514, 0.00873615\
33, 0, 0.0179768, 0.00972889\
34, 0 0.0190356, 0.0100916\
35, 0, 0.0182166, 0.00975069\
36, 0, 0.0202747, 0.0087549\
37, 0, 0.017724, 0.00867231\
38, 0.00011475, 0.0213078, 0.011554\
39, 0.000112377, 0.0205388, 0.0122093\
40, 0.000128167, 0.0215905, 0.0118154\
41, 0.000124624, 0.0239145, 0.0129579\
42, 0.000144726, 0.0211925, 0.0136047\
43, 0.000138782, 0.0211724, 0.0125591\
44, 0.000132269, 0.0223291, 0.0132928\
45, 0.000112121, 0.0235481, 0.0117482\
46, 0.000121465, 0.0201698, 0.0138497\
47, 0.000162669, 0.0230956, 0.0147354\
48, 0.000179406, 0.0258752, 0.0161572\
49, 0.000181243, 0.0328466, 0.0148705\
50, 0.000393719, 0.0358982, 0.0114541\
51, 0.000139419, 0.026559, 0.0118183\
52, 0.000161917, 0.0288479, 0.0131761\
53, 0.000146096, 0.0303386, 0.0134663\
54, 0.000148709, 0.0303928, 0.0137018\
55, 0.00022245, 0.0446321, 0.0138371\
56, 0.000137561, 0.0326617, 0.0135266\
57, 0.00024492, 0.0333501, 0.0137457\
58, 0.000145768, 0.0362446, 0.0149458\
59, 0.000155047, 0.0354053, 0.0151178\
60, 0.000174778, 0.0349519, 0.0157913\
61, 0.00019677, 0.0360288, 0.0156503\
62, 0.000270348, 0.0366023, 0.0156018\
63, 0.000169693, 0.0361433, 0.0161744\
64, 0.000175311, 0.0357804, 0.0166292\
65, 0.00021552, 0.0407219, 0.0160087\
66, 0.000182465, 0.0413143, 0.0161632\
67, 0.000189984, 0.0423538, 0.0164206\
68, 0.000192178, 0.0439814, 0.0173874\
69, 0.000197874, 0.0462174, 0.0174175\
70, 0.000200883, 0.0463545, 0.0182201\
71, 0.000205664, 0.0473429, 0.0179916\
72, 0.000226372, 0.0476021, 0.0187642\
73, 0.000219804, 0.0491874, 0.019516\
74, 0.000326323, 0.0504222, 0.0201877\
75, 0.000231316, 0.050463, 0.0207611\
76, 0.000232539, 0.0514298, 0.0214329\
77, 0.000242778, 0.0516809, 0.0214469\
78, 0.000248623, 0.0520045, 0.0219066\
79, 0.000253357, 0.0540385, 0.0231456\
80, 0.000261122, 0.0522775, 0.0223358\
81, 0.000264662, 0.0543681, 0.0238545\
82, 0.000303583, 0.0578003, 0.025192\
83, 0.000522293, 0.0601077, 0.0239073\
84, 0.00028372, 0.0560363, 0.0241837\
85, 0.000289827, 0.0569554, 0.0249428\
86, 0.000307136, 0.0567462, 0.0253762\
87, 0.000321592, 0.0572577, 0.0258164\
88, 0.000308024, 0.057201, 0.0257068\
89, 0.000359758, 0.0580529, 0.0267191\
90, 0.000322151, 0.0580224, 0.0266122\
91, 0.000356833, 0.0586172, 0.0272714\
92, 0.000335152, 0.0584497, 0.0288125\
93, 0.000339628, 0.0589768, 0.0278674\
94, 0.000346758, 0.0588398, 0.0284516\
95, 0.000353129, 0.0591519, 0.0282279\
96, 0.000374164, 0.0588931, 0.029136\
97, 0.000368546, 0.0761177, 0.0293712\
98, 0.000384325, 0.0813469, 0.0298264\
99, 0.000380831, 0.088046, 0.0307501\
100, 0.000387756, 0.092566, 0.0309567\
110, 0.000470794, 0.110567, 0.0357342\
120, 0.000561163, 0.12428, 0.0406633\
130, 0.000647189, 0.153302, 0.0475779\
140, 0.000743786, 0.183813, 0.0555495\
150, 0.00085562, 0.202215, 0.0612514\
160, 0.000961457, 0.208815, 0.0662804\
170, 0.00108483, 0.226518, 0.0751506\
180, 0.00134299, 0.236845, 0.0786266\
190, 0.00135532, 0.238044, 0.0846469\
200, 0.00149077, 0.353579, 0.095636\
210, 0.00165599, 0.41722, 0.103434\
220, 0.00179139, 0.448101, 0.107119\
230, 0.00196095, 0.483386, 0.120179\
240, 0.00213012, 0.499312, 0.12726\
250, 0.00230875, 0.514368, 0.132354\
260, 0.00250228, 0.613807, 0.142736\
270, 0.00268858, 0.693404, 0.15366\
280, 0.00289148, 0.738912, 0.166498\
290, 0.00310492, 0.785514, 0.174171\
300, 0.00346374, 0.815597, 0.185321\
310, 0.00359909, 0.831299, 0.193293\
320, 0.00378985, 0.842766, 0.212524\
330, 0.00431613, 0.951041, 0.215615\
340, 0.00424303, 0.909074, 0.221207\
350, 0.00452304, 0.922734, 0.227428\
360, 0.00476645, 0.939061, 0.238571\
370, 0.00502205, 0.946662, 0.248224\
380, 0.00531467, 0.957054, 0.254058\
390, 0.00562845, 1.2882, 0.309273\
400, 0.00670713, 1.43057, 0.28289\
410, 0.00619237, 1.74828, 0.302265\
