1, 0.00303767, 0.00371467, 0.00219133\
2, 0.00195733, 0.027712, 0.0366903\
3, 0.00290033, 0.0539863, 0.10428\
4, 0.00335033, 0.127475, 0.157217\
5, 0.004556, 0.211473, 0.355115\
6, 0.007931, 0.381324, 0.57199\
7, 0.00900767, 0.700841, 0.630538\
8, 0.00656733, 0.528751, 0.523531\
9, 0.008127, 0.893139, 0.6867\
10, 0.00918467, 0.875181, 1.00384\
11, 0.009885, 1.2218, 0.923657\
12, 0.0109493, 0.973617, 1.10992\
13, 0.011195, 1.66853, 1.56593\
14, 0.012449, 1.87304, 1.60779\
15, 0.014495, 2.67136, 2.01091\
16, 0.027397, 2.26695, 1.75552\
17, 0.0183983, 2.99599, 3.087\
18, 0.0279733, 4.87243, 3.79266\
19, 0.0356957, 4.85506, 3.73161\
20, 0.0277853, 5.16352, 3.78915\
21, 0.0408113, 5.47719, 5.26039\
22, 0.04812, 6.54349, 5.19571\
23, 0.0438767, 6.20848, 12.6558\
24, 0.0516977, 8.29797, 13.6638\
25, 0.053977, 14.5136, 6.95771\
26, 0.0592003, 16.7869, 7.01435\
27, 0.058178, 14.7745, 6.34643\
28, 0.0654813, 8.3999, 7.4653\
29, 0.0643443, 7.98681, 4.88079\
30, 0.0441353, 7.87181, 4.42008\
31, 0.0463253, 7.98948, 4.73768\
32, 0.0700543, 8.19327, 5.10741\
33, 0.0530093, 12.4532, 5.5498\
34, 0.0560467, 11.5203, 6.54307\
35, 0.0657307, 12.2397, 6.95344\
36, 0.0775313, 13.9224, 6.5025\
37, 0.0644933, 16.4427, 8.98259\
38, 0.105194, 17.2712, 7.75209\
39, 0.071402, 14.3932, 8.74024\
40, 0.0735543, 15.7495, 8.94964\
41, 0.0779967, 15.2432, 7.78186\
42, 0.0875587, 14.0003, 8.07722\
43, 0.10831, 14.3447, 8.66294\
44, 0.15012, 14.7163, 8.59872\
45, 0.0923253, 14.6, 9.08747\
46, 0.0953777, 14.6119, 9.40916\
47, 0.100612, 15.1393, 9.14709\
48, 0.103374, 14.7568, 9.82739\
49, 0.106668, 20.7487, 9.91135\
50, 0.142379, 22.1497, 10.4577\
51, 0.113892, 23.893, 10.4804\
52, 0.117228, 25.681, 11.0601\
53, 0.125265, 26.2596, 11.6362\
54, 0.129945, 27.2281, 12.8141\
55, 0.150219, 27.7703, 12.2898\
56, 0.133746, 28.5805, 12.8841\
57, 0.138449, 29.7242, 12.7635\
58, 0.171276, 31.3002, 12.8057\
59, 0.147952, 30.8567, 13.3684\
60, 0.151075, 32.1242, 13.3423\
61, 0.167332, 31.8116, 14.0941\
62, 0.160755, 34.2679, 14.3229\
63, 0.172517, 31.9904, 15.1395\
64, 0.168664, 32.6614, 15.1324\
65, 0.179312, 38.1356, 15.7736\
66, 0.179668, 41.1455, 16.1125\
67, 0.188568, 42.6908, 16.5856\
68, 0.212449, 45.2938, 16.9984\
69, 0.194992, 45.8343, 17.3833\
70, 0.204633, 46.6668, 18.2119\
71, 0.20823, 46.6954, 18.5193\
72, 0.373193, 48.4716, 18.8333\
73, 0.259294, 49.1308, 19.8731\
74, 0.38341, 51.5323, 21.5982\
75, 0.241595, 51.5517, 20.7044\
76, 0.236209, 50.8256, 21.3279\
77, 0.252931, 52.1863, 21.3319\
78, 0.247835, 51.9007, 24.3508\
79, 0.330477, 54.1922, 22.276\
80, 0.25921, 52.1911, 22.1706\
81, 0.267113, 54.6392, 24.2122\
82, 0.275179, 54.9226, 23.9192\
83, 0.277721, 55.8963, 24.0073\
84, 0.305201, 56.1145, 24.1291\
85, 0.301366, 57.4339, 26.3021\
86, 0.345429, 57.208, 25.7806\
87, 0.317772, 59.9648, 25.9836\
88, 0.310027, 57.5965, 26.1465\
89, 0.315137, 58.0344, 26.9001\
90, 0.321629, 58.431, 26.9122\
91, 0.328164, 58.7506, 27.6216\
92, 0.348886, 58.8122, 27.3878\
93, 0.354461, 59.0104, 28.2721\
94, 0.352708, 59.0618, 28.0024\
95, 0.352798, 59.9387, 28.8242\
96, 0.358644, 59.1689, 29.011\
97, 0.365201, 76.0727, 29.6468\
98, 0.373961, 84.9141, 31.2245\
99, 0.3834, 87.2774, 30.5584\
100, 0.387259, 89.479, 31.6056\
110, 0.47745, 110.969, 35.745\
120, 0.546545, 124.49, 40.4694\
130, 0.664994, 153.447, 48.0298\
140, 0.751764, 185.061, 55.0705\
150, 0.843312, 203.596, 61.2504\
160, 1.0145, 210.176, 65.7983\
170, 1.08333, 228.401, 74.3605\
180, 1.20092, 237.218, 78.7347\
190, 1.49635, 239.771, 84.7896\
200, 1.49112, 354.114, 97.6198\
210, 1.75126, 416.935, 103.844\
220, 1.85167, 444.673, 108.591\
230, 1.95079, 494.051, 118.555\
240, 2.32567, 508.298, 124.069\
250, 2.28763, 515.407, 131.881\
260, 2.50122, 621.395, 143.681\
270, 2.68983, 692.922, 153.706\
280, 2.86679, 741.732, 164.926\
290, 3.13142, 821.61, 219.541\
300, 4.49516, 870.743, 183.515\
310, 3.5338, 834.49, 191.73\
320, 3.77431, 840.987, 201.15\
330, 3.98096, 937.288, 231.841\
340, 4.22978, 916.652, 220.829\
350, 4.47899, 926.459, 229.858\
360, 4.71095, 944.419, 242.059\
370, 5.1034, 953.37, 247.68\
380, 5.26338, 955.759, 256.627\
390, 5.5424, 1278.03, 271.249\
400, 6.04175, 1426.6, 288.384\
410, 6.12224, 1559.97, 294.4\
420, 6.42594, 1664.7, 306.518\
430, 6.69645, 1728.58, 315.517\
440, 7.04635, 1770.95, 323.699\
450, 7.36005, 1846.42, 334.94\
460, 7.72422, 1925.73, 351.011\
470, 8.13315, 1974.82, 361.771\
480, 8.39192, 1989.75, 371.857\
490, 8.76298, 2034.96, 383.775\
500, 9.0338, 2050.94, 396.354\
510, 9.42881, 2058.96, 406.704\
520, 9.85855, 2456.35, 432.336\
530, 10.1615, 2665.14, 447.579\
540, 10.6131, 2764.25, 468.211\
550, 11.0912, 2896.04, 481.448\
